1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,Unnamed: 9,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3,13_1,13_2,13_3,14_1,14_2,14_3
0.0002747,0.0004272,0.0001831,0.0003967,-0.0003052,0.000702,0.0003662,-9.155e-05,-9.155e-05,,0.000946,0.000946,0.0009155,0.0007935,0.000946,3.05e-05,0.000885,0.000763,-0.000702,0.0009155,0.000641,0.0006714,0.0001831,0.000946,0.0006104,0.000702,0.0004883,0.0007324,0.0004578,0.0002441,0.001129,-0.000946,0.0006104,0.0001526,-0.0003052,0.000641,0.0006104,0.0006104,0.0009155,-9.155e-05,0.000519,0.00119,0.0004272
0.0003052,0.0005493,0.0002747,0.0003357,-3.05e-05,0.0006714,0.0003662,-0.0001221,-0.0001526,,0.000977,0.000977,0.0009155,0.0007935,0.000885,9.155e-05,0.000946,0.0008545,-0.0005493,0.000885,0.0005493,0.000641,0.0001831,0.001007,0.0006104,0.000702,0.000519,0.0007935,0.00058,0.0002747,0.001282,-0.0009155,0.000641,0.0002136,-0.0002747,0.00058,0.0006104,0.0006714,0.0009155,3.05e-05,0.0004578,0.00119,0.0004578
0.0002441,0.0004883,0.0002441,0.0003662,0.0001221,0.000641,0.0003357,-0.00058,-0.0001831,,0.001007,0.001007,0.000885,0.0007935,0.001007,0.0001831,0.001007,0.0007935,-0.0004883,0.000946,0.0005493,0.0006714,9.155e-05,0.001038,0.000641,0.000641,0.0004883,0.000702,0.0005493,0.0002441,0.001404,-0.000885,0.0006104,0.0002441,-0.0001526,0.0006104,0.0006714,0.000702,0.0008545,3.05e-05,0.000519,0.00119,0.0004883
0.0001831,0.000519,0.0003662,0.0003052,0.0003052,0.000763,0.0003662,-0.0002747,-0.0002136,,0.001007,0.000977,0.000885,0.0008545,0.000885,0.0001831,0.001129,0.0008545,-0.0004578,0.000946,0.0004578,0.0006714,0.0001831,0.001068,0.000641,0.0006714,0.0004578,0.000641,0.00058,9.155e-05,0.001556,-0.000824,0.000641,0.0003052,-6.104e-05,0.000641,0.0006714,0.000763,0.000946,0.0002747,0.0004272,0.00116,0.0003662
0.0002441,0.000641,0.0001831,0.0003357,0.0004578,0.000702,0.0004578,-0.0009155,-0.0002747,,0.000977,0.001007,0.000885,0.0007935,0.0008545,0.0002136,0.00116,0.0008545,-0.0003967,0.000977,0.0004272,0.000702,0.0001831,0.001038,0.00058,0.0006714,0.0004883,0.0006714,0.0006104,9.155e-05,0.001648,-0.000702,0.000702,0.0003967,3.05e-05,0.0006104,0.000641,0.000824,0.000977,0.0001526,0.0003967,0.001038,0.0004883
0.0002441,0.0006104,0.0003662,0.0003357,0.00058,0.0007324,0.0004272,-0.0004883,-0.0003357,,0.001038,0.000977,0.0009155,0.000885,0.0007935,0.0002441,0.001221,0.0008545,-0.0003357,0.000977,0.0004578,0.0006714,0.0003052,0.001007,0.00058,0.0006104,0.0003967,0.000641,0.0006714,3.05e-05,0.001648,-0.000702,0.0007324,0.0003662,0.0001221,0.000641,0.000641,0.000885,0.0009155,0.0003357,0.0003357,0.001038,0.0004578
0.0003357,0.0006714,0.0002136,0.0002441,0.000702,0.0007324,0.0003967,-0.0006714,-0.0003662,,0.000977,0.000977,0.0009155,0.000885,0.00058,0.0002441,0.001282,0.000946,-0.0002441,0.000977,0.0004883,0.000702,0.0003357,0.000946,0.00058,0.0006104,0.0004578,0.000702,0.0007324,-3.05e-05,0.001556,-0.000641,0.000641,0.0004272,0.0001831,0.0006104,0.0006104,0.000946,0.000946,0.0001221,0.0003052,0.0009155,0.0004883
0.0003967,0.0007324,0.0003357,0.0002441,0.0007935,0.0007324,0.0004883,-0.0005493,-0.0003357,,0.000946,0.0008545,0.0009155,0.000946,0.00058,0.0001831,0.001251,0.0009155,-0.0002136,0.000977,0.000519,0.000702,0.0003967,0.001007,0.0004578,0.0006104,0.0003967,0.0006714,0.0006714,3.05e-05,0.001495,-0.000519,0.0006714,0.0004883,0.0002441,0.00058,0.0006104,0.001038,0.001038,0.0001221,0.0003357,0.000824,0.000519
0.000519,0.000763,0.0002441,0.0002747,0.0008545,0.0007935,0.0004272,-0.0005493,-0.0004272,,0.000946,0.000885,0.000946,0.000946,0.0003662,0.0001526,0.001221,0.001007,-0.0002441,0.000885,0.000519,0.0006714,0.0004272,0.000977,0.0004272,0.0006104,0.0003662,0.0006104,0.000702,-6.104e-05,0.001465,-0.0003967,0.000702,0.0003967,0.0002136,0.0004883,0.00058,0.001099,0.001068,0.0001526,0.0002136,0.0007324,0.000519
0.0006104,0.000885,0.0001526,0.0002747,0.000885,0.0007324,0.0003967,-0.001007,-0.0004272,,0.0009155,0.000885,0.0009155,0.0009155,0.0006104,6.104e-05,0.001282,0.001068,-0.0001831,0.0009155,0.0004883,0.000702,0.0003662,0.000946,0.0004578,0.0006104,0.0003662,0.0006104,0.0007324,-6.104e-05,0.001282,-0.0003967,0.0006714,0.0003967,0.0002136,0.0004883,0.0004883,0.00119,0.001038,6.104e-05,0.0001831,0.0007324,0.000519
0.000702,0.0007935,6.1e-05,0.0002747,0.0008545,0.000763,0.0004272,-0.000885,-0.0004883,,0.000946,0.000763,0.000946,0.0009155,0.0004578,6.104e-05,0.001251,0.001068,0.0,0.0009155,0.0003967,0.0007324,0.0003662,0.0009155,0.0004578,0.0006104,0.0003967,0.00058,0.0007324,-6.104e-05,0.001251,-0.0003967,0.000641,0.0003662,0.0001831,0.0003967,0.0004883,0.00116,0.001038,0.0001831,0.0001221,0.000702,0.0004578
0.000763,0.0008545,9.16e-05,0.0003052,0.0007935,0.0007324,0.0004272,-0.001343,-0.000519,,0.0009155,0.0007935,0.000977,0.000946,0.00058,3.05e-05,0.001251,0.00116,9.155e-05,0.000885,0.0003662,0.000885,0.0003052,0.000946,0.0004272,0.00058,0.0003967,0.000519,0.0006714,0.0,0.001129,-0.0003052,0.000641,0.0003357,0.0001221,0.0003967,0.0004883,0.00119,0.001038,0.0001221,0.0001221,0.0006104,0.0003357
0.0007935,0.000885,0.0001831,0.0003357,0.0007324,0.000763,0.0003662,-0.00119,-0.000519,,0.0008545,0.000824,0.000885,0.000946,0.00058,9.155e-05,0.001251,0.00119,0.0002136,0.000946,0.0002136,0.000946,0.0002441,0.0009155,0.0003967,0.000519,0.0004578,0.0005493,0.0007324,9.155e-05,0.001068,-0.0003357,0.000641,0.0003052,9.155e-05,0.0003357,0.0004578,0.001282,0.0009155,0.0001526,0.0001526,0.0006104,0.0003052
0.000824,0.0008545,3.05e-05,0.0003052,0.0007324,0.0007324,0.0003357,-0.001282,-0.0004883,,0.000824,0.000885,0.0009155,0.000885,0.0004272,9.155e-05,0.001251,0.00116,0.0003967,0.000885,0.0002136,0.000977,0.0001831,0.000885,0.0004578,0.0004578,0.000519,0.0006104,0.0007324,9.155e-05,0.001007,-0.0003662,0.00058,0.0002136,9.155e-05,0.0002747,0.0004578,0.001282,0.000946,-6.104e-05,0.0001526,0.0006104,0.0002441
0.000885,0.0007935,0.0001526,0.0003357,0.000702,0.0006714,0.0003052,-0.00116,-0.0004883,,0.000763,0.000885,0.000885,0.0008545,0.000519,9.155e-05,0.001221,0.00119,0.0006104,0.000946,0.0002136,0.001099,0.0003052,0.0008545,0.0003967,0.0003662,0.000519,0.0005493,0.000702,0.0001526,0.0009155,-0.0003662,0.0005493,0.0001221,3.05e-05,0.0002747,0.000519,0.001373,0.000946,0.0001526,0.0001221,0.000641,0.0002136
0.000885,0.0007935,-9.16e-05,0.0003967,0.000702,0.0007324,0.0002747,-0.000946,-0.0004272,,0.0007935,0.0009155,0.0009155,0.000885,0.0002747,9.155e-05,0.00116,0.001099,0.0006714,0.0008545,0.0002136,0.00119,0.0004578,0.0008545,0.0003967,0.0003052,0.0004578,0.0005493,0.0007324,0.0001831,0.0009155,-0.0003967,0.0005493,-3.05e-05,-6.104e-05,0.0003052,0.0004578,0.001343,0.0009155,-9.155e-05,9.155e-05,0.000641,0.0002441
0.000946,0.000824,9.16e-05,0.0003967,0.0006104,0.000641,0.0002441,-0.000977,-0.0003967,,0.0007935,0.0007935,0.000885,0.0007935,0.0004883,0.0001831,0.001129,0.001038,0.0007324,0.0008545,0.0003357,0.001373,0.0006104,0.0008545,0.0003967,0.0002136,0.0004883,0.0005493,0.0007935,0.0001221,0.000824,-0.0003967,0.00058,-9.155e-05,-3.05e-05,0.0002441,0.000519,0.001404,0.000824,3.05e-05,6.104e-05,0.0006714,0.0003357
0.000885,0.000763,-0.0001221,0.0003967,0.00058,0.000702,0.0001831,-0.0008545,-0.0003662,,0.000763,0.0006714,0.000946,0.0008545,0.0003357,0.0002441,0.00116,0.001007,0.0008545,0.000885,0.0003662,0.001465,0.000824,0.000824,0.0003662,0.0001526,0.0002136,0.0004883,0.0007324,0.0001831,0.0007935,-0.0004883,0.00058,-0.0002136,0.0,0.0003052,0.0004883,0.001404,0.0007935,-0.0001221,-3.05e-05,0.000702,0.0004578
0.0008545,0.000702,9.16e-05,0.0004578,0.000641,0.0006104,0.0001526,-0.00116,-0.0003052,,0.000824,0.0006104,0.0009155,0.000885,0.0004883,0.0002747,0.001007,0.001007,0.000885,0.0009155,0.0005493,0.001587,0.000946,0.0008545,0.0003662,3.05e-05,0.0002747,0.000519,0.0007324,0.0002747,0.000702,-0.0005493,0.00058,-0.0002747,0.0,0.0002441,0.000519,0.001373,0.0007935,0.0,0.0,0.000763,0.000519
0.0009155,0.000702,-0.0001526,0.0004883,0.0006714,0.000641,0.0001221,-0.001099,-0.0002747,,0.000763,0.0005493,0.0009155,0.000824,0.0004578,0.0003052,0.0009155,0.001007,0.000824,0.000885,0.000519,0.001587,0.001007,0.000763,0.0003662,-3.05e-05,0.0001221,0.000641,0.000763,0.0002441,0.0006714,-0.0004578,0.0006104,-0.0003052,0.0,0.0002747,0.00058,0.001343,0.000763,-3.05e-05,-9.155e-05,0.0007324,0.0006104
0.0008545,0.0006714,-3.05e-05,0.000519,0.0006104,0.000702,9.155e-05,-0.001129,-0.0003357,,0.0007935,0.000519,0.000885,0.0007324,0.0004883,0.0003357,0.000885,0.0009155,0.000946,0.000946,0.0006714,0.001587,0.0009155,0.0007324,0.0003357,-3.05e-05,-9.155e-05,0.0007935,0.0007935,0.0002747,0.000641,-0.000519,0.00058,-0.0003662,3.05e-05,0.0003357,0.000702,0.001251,0.0007324,-6.104e-05,-6.104e-05,0.000763,0.000763
0.0007935,0.0006104,-3.05e-05,0.0005493,0.0006104,0.000702,0.0001526,-0.000946,-0.0002747,,0.0007935,0.0005493,0.0007935,0.0007935,0.000702,0.0003967,0.000885,0.000885,0.000977,0.000977,0.000763,0.001587,0.0007935,0.0007324,0.0002747,-0.0001221,-3.05e-05,0.000885,0.0007935,0.0002747,0.000641,-0.0004883,0.0006714,-0.0003967,9.155e-05,0.0003357,0.0008545,0.001251,0.0006714,0.0,0.0,0.0008545,0.000824
0.000824,0.00058,-0.0001526,0.0006104,0.0006104,0.0007324,0.0001526,-0.000641,-0.0003052,,0.000702,0.0004883,0.000763,0.0007935,0.0003967,0.0003662,0.000824,0.0008545,0.0009155,0.0009155,0.000824,0.001556,0.0007324,0.0006714,0.0003052,-0.0001221,-0.0001831,0.000977,0.000763,0.0002441,0.0006714,-0.0004272,0.0006104,-0.0003662,0.0001526,0.0003967,0.0009155,0.001129,0.0007324,-9.155e-05,-3.05e-05,0.000885,0.0009155
0.000763,0.0005493,0.0,0.0007324,0.0006104,0.000702,0.0001221,-0.0004883,-0.0003662,,0.000702,0.0004883,0.000702,0.000763,0.000641,0.0003357,0.0007935,0.000824,0.000885,0.000885,0.0009155,0.001556,0.0005493,0.0006714,0.0002441,-0.0001831,-6.104e-05,0.001068,0.0007935,0.0002136,0.000702,-0.0004883,0.0006104,-0.0003967,0.0001831,0.0003967,0.000885,0.001068,0.0007324,0.0001526,-3.05e-05,0.000824,0.000946
0.000702,0.00058,-0.0002747,0.0008545,0.0006714,0.0007324,0.0001221,-0.0002441,-0.0002747,,0.0006104,0.0004578,0.0006714,0.0007324,0.0004272,0.0002747,0.0008545,0.000824,0.000885,0.0008545,0.000824,0.001434,0.0004272,0.000702,0.0002747,-9.155e-05,-0.0001221,0.00116,0.000824,0.0002136,0.0008545,-0.0004272,0.000641,-0.0004272,0.0003357,0.0004578,0.0009155,0.000946,0.0006714,-6.104e-05,-3.05e-05,0.0009155,0.0009155
0.000702,0.0005493,3.05e-05,0.0009155,0.000702,0.000641,0.0001831,-0.0001831,-0.0003662,,0.0006104,0.0004578,0.0006104,0.000702,0.000519,0.0002747,0.0008545,0.0008545,0.000885,0.0009155,0.000885,0.001312,0.0004578,0.0007324,0.0003357,-0.0001221,-6.104e-05,0.00116,0.0008545,0.0001831,0.0009155,-0.0003357,0.000641,-0.0003052,0.0004272,0.0004578,0.000946,0.0007935,0.000702,0.0001221,0.0,0.000977,0.0009155
0.000702,0.00058,-0.0003052,0.001007,0.000641,0.000641,0.0001831,6.104e-05,-0.0003662,,0.000519,0.0003357,0.000641,0.000641,0.0003967,0.0002136,0.000824,0.000824,0.000824,0.0008545,0.0009155,0.001221,0.0004272,0.0006714,0.0003967,-0.0001221,-9.155e-05,0.001129,0.000885,0.0002441,0.000885,-0.0002441,0.000641,-0.0002441,0.0004883,0.0005493,0.000946,0.0007324,0.0007324,9.155e-05,6.104e-05,0.0009155,0.0008545
0.000641,0.0006104,0.0,0.001129,0.000702,0.00058,0.0002747,9.155e-05,-0.0003052,,0.0004578,0.0003357,0.000519,0.000641,0.0003357,6.104e-05,0.000824,0.000824,0.000702,0.0007935,0.0009155,0.001099,0.0003662,0.00058,0.0004578,0.0,-0.0001526,0.00119,0.0008545,0.0001526,0.000885,-0.0001526,0.000702,-0.0003052,0.000519,0.0006714,0.000885,0.000702,0.0007324,9.155e-05,0.0,0.0009155,0.0008545
0.000641,0.000519,-0.0003357,0.001129,0.000763,0.0004883,0.0002441,3.05e-05,-0.0003662,,0.0004578,0.0002747,0.0004883,0.0006104,0.0003357,6.104e-05,0.000824,0.000763,0.0007324,0.0007935,0.000977,0.000977,0.0004272,0.0005493,0.000519,9.155e-05,-0.0001221,0.00119,0.000824,0.0002136,0.0007324,-0.0001221,0.0007324,-0.0002441,0.00058,0.0007324,0.000824,0.0006714,0.0007935,0.0002136,-3.05e-05,0.000885,0.000824
0.000641,0.0005493,-0.0001526,0.00116,0.0006714,0.000702,0.0002441,0.0003357,-0.0003662,,0.0003967,0.0002136,0.0003967,0.0005493,0.0001526,6.104e-05,0.000885,0.000763,0.0006714,0.0007935,0.0009155,0.000885,0.0004272,0.0004883,0.0005493,0.0002747,-0.0001831,0.001221,0.0009155,0.0002747,0.000641,-6.104e-05,0.0007324,-0.0001221,0.000641,0.0007935,0.0007935,0.0006104,0.0007935,0.0001831,3.05e-05,0.0007935,0.000763
0.0006714,0.0006104,-0.0001526,0.001129,0.000702,0.000519,0.0002747,0.0003967,-0.0003357,,0.0002747,9.155e-05,0.0004578,0.0005493,0.0002747,6.104e-05,0.000824,0.000763,0.0006714,0.0007324,0.000977,0.0007324,0.0003662,0.0004578,0.000519,0.0003662,-0.0001221,0.00116,0.0008545,0.0003967,0.000519,3.05e-05,0.0008545,-6.104e-05,0.000641,0.0008545,0.000641,0.00058,0.0008545,0.0002747,6.104e-05,0.0007324,0.0007324
0.0006714,0.00058,-0.0002747,0.001038,0.0007324,0.0006104,0.0002747,0.000641,-0.0003357,,0.0003357,9.155e-05,0.0004578,0.0004578,-3.05e-05,0.0,0.0008545,0.000824,0.0006714,0.000702,0.0007935,0.000641,0.0003052,0.0004883,0.000519,0.00058,-6.104e-05,0.001038,0.0008545,0.0004578,0.0004578,6.104e-05,0.000885,6.104e-05,0.0006104,0.000885,0.0006104,0.000641,0.0009155,0.0002136,6.104e-05,0.0006714,0.000641
0.0006714,0.000519,-3.05e-05,0.001038,0.000702,0.000519,0.0003052,0.0004883,-0.0002747,,0.0002747,6.104e-05,0.0004272,0.0004272,0.0,3.05e-05,0.000824,0.000763,0.000702,0.0006714,0.000763,0.000519,0.0002441,0.0004578,0.0004578,0.000702,0.0,0.000946,0.0008545,0.0004883,0.0004883,0.0001221,0.000946,0.0001831,0.000641,0.000824,0.000519,0.000641,0.000885,0.0003662,0.0001526,0.000641,0.0006104
0.0006714,0.0005493,-0.0003662,0.001007,0.0006714,0.0006104,0.0003052,0.0006104,-0.0001831,,0.0002441,9.155e-05,0.0004272,0.0003967,-9.155e-05,3.05e-05,0.0007935,0.0007324,0.000763,0.000702,0.000763,0.0004883,0.0002136,0.0003967,0.0004272,0.0007324,0.0,0.0008545,0.0008545,0.0005493,0.0004578,0.0001831,0.000885,0.0002441,0.0006104,0.000824,0.0003662,0.00058,0.000977,0.0003052,9.155e-05,0.000641,0.0006104
0.000641,0.00058,3.05e-05,0.000824,0.00058,0.0004883,0.0003052,0.0007324,-0.0001526,,0.0002747,0.0001526,0.0003967,0.0003967,-0.0001221,3.05e-05,0.000824,0.0007324,0.0007935,0.000641,0.00058,0.0004272,0.0003052,0.0003967,0.0003052,0.000885,6.104e-05,0.0006714,0.0008545,0.000641,0.0003662,0.0002136,0.000946,0.0003967,0.00058,0.0007324,0.0002136,0.0006104,0.000977,0.0003357,9.155e-05,0.000641,0.0006104
0.000641,0.0005493,-0.0002747,0.000641,0.0005493,0.0003357,0.0002441,0.0004578,-3.05e-05,,0.0002747,0.0001526,0.0004272,0.0003967,6.104e-05,9.155e-05,0.000824,0.000763,0.0008545,0.0006714,0.0005493,0.0004883,0.0002747,0.0003662,0.0002747,0.000885,9.155e-05,0.00058,0.000885,0.000641,0.0004272,0.0002441,0.000977,0.0005493,0.0005493,0.0006714,0.0001221,0.0005493,0.000946,0.0004578,0.0001526,0.00058,0.00058
0.0005493,0.00058,9.16e-05,0.0005493,0.000519,0.0004578,0.0002747,0.000885,-3.05e-05,,0.0002441,0.0002441,0.0003967,0.0003967,-6.104e-05,6.104e-05,0.0008545,0.000641,0.000885,0.0007324,0.0003967,0.0004578,0.0003662,0.0003662,0.0001831,0.0008545,3.05e-05,0.0004272,0.000977,0.0006714,0.0004272,0.0002136,0.000977,0.00058,0.0005493,0.0006104,0.0001526,0.0004578,0.000946,0.0003662,0.0001526,0.0005493,0.0005493
0.0005493,0.0005493,-0.0001221,0.0003967,0.0004883,0.0001831,0.0002441,0.000641,0.0,,0.0002441,0.0002441,0.0003967,0.0003662,3.05e-05,9.155e-05,0.000763,0.0005493,0.0008545,0.000641,0.0006104,0.0004578,0.000519,0.0003662,3.05e-05,0.0007324,-0.0001221,0.0002747,0.000946,0.000702,0.0003357,0.0002747,0.001038,0.000702,0.00058,0.000519,0.0001221,0.0003967,0.0009155,0.00058,0.0001221,0.000519,0.0005493
0.0004272,0.0005493,-6.1e-05,0.0002441,0.0005493,0.0003662,0.0002441,0.000946,-3.05e-05,,0.0002747,0.0002747,0.0003967,0.0004272,-3.05e-05,9.155e-05,0.000702,0.0004883,0.000824,0.00058,0.0006104,0.0004578,0.000519,0.0002441,-6.104e-05,0.000702,-0.0001526,0.0001831,0.000946,0.000702,0.0003357,0.0002441,0.001129,0.000702,0.00058,0.0004883,3.05e-05,0.0004578,0.000885,0.000519,0.0,0.0004272,0.0004578
0.0003967,0.0005493,6.1e-05,0.0002136,0.0005493,0.0002136,0.0002136,0.000763,-3.05e-05,,0.0002747,0.0002136,0.0004578,0.0003662,0.0,0.0001526,0.0007324,0.0004883,0.0008545,0.0006104,0.0006104,0.0003967,0.00058,0.0002136,-0.0002441,0.00058,-0.0003052,0.0001526,0.000946,0.0007324,0.0002441,0.0002136,0.001068,0.000763,0.0006104,0.0003662,3.05e-05,0.0003357,0.0008545,0.000519,3.05e-05,0.0003662,0.0003967
0.0003662,0.0003967,-0.0001526,9.16e-05,0.00058,0.0003052,0.0001831,0.000763,0.0,,0.0003662,0.0001831,0.0004578,0.0003052,-0.0001526,0.0001526,0.0006104,0.0003967,0.0009155,0.0005493,0.0005493,0.0003662,0.00058,0.0002441,-0.0003357,0.0004578,-0.000519,3.05e-05,0.000977,0.000763,0.0001526,0.0001526,0.001007,0.000702,0.0006104,0.0002441,6.104e-05,0.0002441,0.0008545,0.0005493,3.05e-05,0.0003052,0.0003052
0.0003052,0.0004578,0.0001221,9.16e-05,0.0006104,0.0002441,0.0001526,0.000824,0.0,,0.0003357,0.0001831,0.0003967,0.0003357,-0.0002136,0.0002441,0.0005493,0.0003662,0.0008545,0.0006104,0.0003662,0.0003357,0.000519,0.0002136,-0.0004578,0.0003357,-0.0004578,6.104e-05,0.000977,0.0007935,0.0001221,0.0002136,0.000946,0.0007324,0.0006714,9.155e-05,0.0,0.0002136,0.000824,0.0006104,0.0,0.0002747,0.0003052
0.0002136,0.000519,-0.0001526,-3.05e-05,0.0006104,0.0003052,0.0001831,0.000519,-3.05e-05,,0.0004272,0.0002747,0.0004578,0.0003662,-0.0001221,0.0002747,0.00058,0.0004578,0.000885,0.0006104,0.0003967,0.0002136,0.0003357,0.0002136,-0.0004883,0.0001831,-0.000702,3.05e-05,0.0009155,0.0007935,6.104e-05,0.0001526,0.000885,0.000702,0.000641,-0.0001221,0.0,0.0001526,0.0007935,0.0004578,-3.05e-05,0.0002136,0.0002747
0.0001221,0.0003967,3.05e-05,-9.16e-05,0.000702,0.0003967,0.0001526,0.000885,-3.05e-05,,0.0003662,0.0002747,0.0004578,0.0003052,-0.0001221,0.0003052,0.0006104,0.0003662,0.000946,0.000641,0.0001221,0.0002441,0.0003052,0.0002136,-0.0005493,0.0001221,-0.00058,-3.05e-05,0.000946,0.000702,9.155e-05,0.0001221,0.0007935,0.0006714,0.0006714,-0.0002136,3.05e-05,9.155e-05,0.000763,0.000641,-9.155e-05,0.0001831,0.0002441
0.0001526,0.0004578,-0.0001221,-0.0001221,0.0006714,0.0002747,9.155e-05,0.000824,-6.104e-05,,0.0004272,0.0003967,0.0004272,0.0003052,0.0001221,0.0003357,0.0006104,0.0004578,0.000946,0.00058,9.155e-05,0.0001221,0.0002747,0.0001526,-0.00058,-9.155e-05,-0.0004883,-6.104e-05,0.000946,0.0007324,0.0001526,0.0001526,0.0006714,0.000641,0.0006714,-0.0002136,-0.0001526,3.05e-05,0.0007324,0.0004883,-9.155e-05,0.0001831,0.0001221
9.16e-05,0.0003967,-0.0001221,-0.0001221,0.0006714,0.0004578,0.0001221,0.001038,-3.05e-05,,0.0004883,0.000519,0.0004272,0.0003662,0.0001831,0.0003052,0.00058,0.0003967,0.000885,0.0006104,6.104e-05,3.05e-05,0.0002747,0.0001831,-0.000641,-0.0002136,-0.000519,-0.0001221,0.000946,0.0007324,0.0002441,9.155e-05,0.0006104,0.00058,0.0006104,-0.0003052,-0.0001831,-6.104e-05,0.000702,0.0004883,-9.155e-05,0.0001831,0.0001526
9.16e-05,0.0003052,-9.16e-05,-0.0002136,0.0006714,0.0003357,3.05e-05,0.000977,-6.104e-05,,0.0005493,0.0006104,0.0004578,0.0003662,0.0003662,0.0003357,0.000641,0.0004578,0.0008545,0.000702,9.155e-05,3.05e-05,0.0002441,0.0001526,-0.000641,-0.0002747,-0.0003662,-0.0001526,0.000946,0.0005493,0.0004272,9.155e-05,0.0004578,0.0005493,0.0005493,-0.0003357,-0.0002441,-0.0001221,0.000702,0.000519,-6.104e-05,0.0001526,0.0001831
6.1e-05,0.0002747,-0.0001526,-0.0001831,0.000702,0.0004272,6.104e-05,0.001007,-3.05e-05,,0.0007324,0.000641,0.0003662,0.0003052,0.0004578,0.0002747,0.0005493,0.0005493,0.0008545,0.000702,0.0001831,-0.0001831,0.0002441,0.0001221,-0.000641,-0.0003662,-0.000519,-0.0002441,0.000977,0.0006104,0.0003967,3.05e-05,0.0003662,0.0004272,0.0005493,-0.0003967,-0.0003357,-0.0002441,0.0006104,0.0003357,-3.05e-05,0.0001831,0.0001526
6.1e-05,0.0002747,9.16e-05,-0.0001831,0.000641,0.0002747,9.155e-05,0.001007,0.0,,0.000702,0.0006714,0.0003967,0.0003052,0.000519,0.0002441,0.000519,0.0004883,0.0007935,0.0006714,0.0002747,-0.0003052,0.0003052,6.104e-05,-0.000824,-0.0003662,-0.0004272,-0.0003357,0.001038,0.000519,0.0003967,0.0,0.0003357,0.0003662,0.000519,-0.0003967,-0.0003967,-0.0003357,0.00058,0.0003662,-9.155e-05,0.0001526,0.0002136
9.16e-05,0.0002136,-0.0001221,-0.0002747,0.000641,0.0002747,3.05e-05,0.0009155,-6.104e-05,,0.0007935,0.0007935,0.0003052,0.0003357,0.0004883,0.0001526,0.0004272,0.0005493,0.0007324,0.0006104,0.0003052,-0.0005493,0.0003357,0.0,-0.0007935,-0.0003662,-0.0006104,-0.0003967,0.001038,0.0004578,0.0003357,-3.05e-05,0.0003052,0.0002747,0.0005493,-0.0003967,-0.0004578,-0.0003662,0.0005493,0.0001221,-9.155e-05,0.0001526,0.0001526
0.0,0.0001526,-6.1e-05,-0.0002747,0.00058,0.0003052,3.05e-05,0.000977,-9.155e-05,,0.0009155,0.0008545,0.0003967,0.0003357,0.0004883,0.0002136,0.0003662,0.000519,0.0006714,0.0006714,0.0002747,-0.0006714,0.0003052,3.05e-05,-0.000824,-0.0004272,-0.0006104,-0.0004883,0.001068,0.000519,0.0003357,-3.05e-05,0.0001831,0.0002441,0.0004578,-0.0004578,-0.0005493,-0.0004578,0.000519,0.0003052,-6.104e-05,0.0002441,0.0001526
6.1e-05,0.0001831,-3.05e-05,-0.0003052,0.0004883,0.0002747,0.0,0.000977,-9.155e-05,,0.0009155,0.0009155,0.0004272,0.0003052,0.000519,0.0002136,0.0003357,0.000519,0.000702,0.0006714,0.0002747,-0.000702,0.0002441,-3.05e-05,-0.0009155,-0.0003967,-0.0007324,-0.0005493,0.00116,0.0005493,0.0001831,-0.0001221,0.0001221,0.0003357,0.0004272,-0.0004883,-0.0005493,-0.00058,0.0004883,6.104e-05,-9.155e-05,0.0002747,0.0001831
0.0001831,0.0002441,-0.0002136,-0.0003357,0.0005493,0.0003357,-6.104e-05,0.000885,-0.0001221,,0.000946,0.001007,0.0003967,0.0003357,0.0003662,0.0001831,0.0002441,0.0004272,0.000763,0.0006714,0.0001831,-0.000763,0.0001221,0.0,-0.000946,-0.0004578,-0.0008545,-0.00058,0.001221,0.00058,0.0,-0.0001526,6.104e-05,0.0003662,0.0004578,-0.0005493,-0.000702,-0.00058,0.0004883,0.0001221,-9.155e-05,0.0003357,0.0001831
0.0001221,0.0002441,-3.05e-05,-0.0003662,0.0004883,0.0003357,-3.05e-05,0.0009155,-9.155e-05,,0.000946,0.001099,0.0003662,0.0003357,0.000519,0.0002136,0.0002136,0.0004578,0.000702,0.0006714,9.155e-05,-0.000824,6.104e-05,-9.155e-05,-0.000946,-0.0004883,-0.000641,-0.0006104,0.001312,0.00058,-3.05e-05,-0.0001831,3.05e-05,0.0003662,0.0003967,-0.0005493,-0.0007935,-0.000641,0.0004883,6.104e-05,-6.104e-05,0.0004272,0.0001526
0.0002136,0.0002441,-0.0001221,-0.0003662,0.0003967,0.0003967,-3.05e-05,0.0006104,-3.05e-05,,0.000977,0.001068,0.0003662,0.0003052,0.0003662,0.0002136,0.0002747,0.000519,0.0007324,0.0006714,0.0001526,-0.000885,-6.104e-05,-0.0001221,-0.001007,-0.0004578,-0.000824,-0.0007324,0.001312,0.000641,-0.0001526,-0.0001831,3.05e-05,0.0004578,0.0003357,-0.0006104,-0.000824,-0.0007935,0.0004272,6.104e-05,-6.104e-05,0.0005493,0.0002441
